time [s],Lr [g cm^-3],Lc [g cm^-3],Nc [cm^-3],Nr [cm^-3]
        0.,        0.0000000000,        0.0000010000,    50.000,     0.000
        1.,        0.0000000000,        0.0000010000,    49.989,     0.000
        2.,        0.0000000000,        0.0000010000,    49.977,     0.000
        3.,        0.0000000000,        0.0000010000,    49.966,     0.000
        4.,        0.0000000000,        0.0000010000,    49.955,     0.000
        5.,        0.0000000000,        0.0000010000,    49.943,     0.000
        6.,        0.0000000000,        0.0000010000,    49.932,     0.000
        7.,        0.0000000000,        0.0000010000,    49.921,     0.000
        8.,        0.0000000000,        0.0000010000,    49.909,     0.000
        9.,        0.0000000000,        0.0000010000,    49.898,     0.000
       10.,        0.0000000000,        0.0000010000,    49.887,     0.000
       11.,        0.0000000000,        0.0000010000,    49.875,     0.000
       12.,        0.0000000000,        0.0000010000,    49.864,     0.000
       13.,        0.0000000000,        0.0000010000,    49.853,     0.000
       14.,        0.0000000000,        0.0000010000,    49.841,     0.000
       15.,        0.0000000000,        0.0000010000,    49.830,     0.000
       16.,        0.0000000000,        0.0000010000,    49.819,     0.000
       17.,        0.0000000000,        0.0000010000,    49.807,     0.000
       18.,        0.0000000000,        0.0000010000,    49.796,     0.000
       19.,        0.0000000000,        0.0000010000,    49.785,     0.000
       20.,        0.0000000000,        0.0000010000,    49.773,     0.000
       21.,        0.0000000000,        0.0000010000,    49.762,     0.000
       22.,        0.0000000000,        0.0000010000,    49.751,     0.000
       23.,        0.0000000000,        0.0000010000,    49.739,     0.000
       24.,        0.0000000000,        0.0000010000,    49.728,     0.000
       25.,        0.0000000000,        0.0000010000,    49.717,     0.000
       26.,        0.0000000000,        0.0000010000,    49.705,     0.000
       27.,        0.0000000001,        0.0000009999,    49.694,     0.000
       28.,        0.0000000001,        0.0000009999,    49.683,     0.000
       29.,        0.0000000001,        0.0000009999,    49.671,     0.000
       30.,        0.0000000001,        0.0000009999,    49.660,     0.000
       31.,        0.0000000001,        0.0000009999,    49.649,     0.000
       32.,        0.0000000001,        0.0000009999,    49.637,     0.000
       33.,        0.0000000001,        0.0000009999,    49.626,     0.000
       34.,        0.0000000001,        0.0000009999,    49.615,     0.000
       35.,        0.0000000001,        0.0000009999,    49.603,     0.000
       36.,        0.0000000001,        0.0000009999,    49.592,     0.000
       37.,        0.0000000001,        0.0000009999,    49.581,     0.000
       38.,        0.0000000001,        0.0000009999,    49.569,     0.000
       39.,        0.0000000001,        0.0000009999,    49.558,     0.000
       40.,        0.0000000001,        0.0000009999,    49.547,     0.000
       41.,        0.0000000001,        0.0000009999,    49.535,     0.000
       42.,        0.0000000001,        0.0000009999,    49.524,     0.000
       43.,        0.0000000001,        0.0000009999,    49.513,     0.000
       44.,        0.0000000001,        0.0000009999,    49.501,     0.000
       45.,        0.0000000001,        0.0000009999,    49.490,     0.000
       46.,        0.0000000001,        0.0000009999,    49.479,     0.000
       47.,        0.0000000001,        0.0000009999,    49.467,     0.000
       48.,        0.0000000001,        0.0000009999,    49.456,     0.000
       49.,        0.0000000001,        0.0000009999,    49.445,     0.000
       50.,        0.0000000001,        0.0000009999,    49.433,     0.000
       51.,        0.0000000001,        0.0000009999,    49.422,     0.000
       52.,        0.0000000001,        0.0000009999,    49.411,     0.000
       53.,        0.0000000001,        0.0000009999,    49.399,     0.000
       54.,        0.0000000001,        0.0000009999,    49.388,     0.000
       55.,        0.0000000001,        0.0000009999,    49.377,     0.000
       56.,        0.0000000001,        0.0000009999,    49.365,     0.001
       57.,        0.0000000001,        0.0000009999,    49.354,     0.001
       58.,        0.0000000001,        0.0000009999,    49.343,     0.001
       59.,        0.0000000001,        0.0000009999,    49.331,     0.001
       60.,        0.0000000001,        0.0000009999,    49.320,     0.001
       61.,        0.0000000002,        0.0000009998,    49.309,     0.001
       62.,        0.0000000002,        0.0000009998,    49.297,     0.001
       63.,        0.0000000002,        0.0000009998,    49.286,     0.001
       64.,        0.0000000002,        0.0000009998,    49.275,     0.001
       65.,        0.0000000002,        0.0000009998,    49.263,     0.001
       66.,        0.0000000002,        0.0000009998,    49.252,     0.001
       67.,        0.0000000002,        0.0000009998,    49.241,     0.001
       68.,        0.0000000002,        0.0000009998,    49.229,     0.001
       69.,        0.0000000002,        0.0000009998,    49.218,     0.001
       70.,        0.0000000002,        0.0000009998,    49.207,     0.001
       71.,        0.0000000002,        0.0000009998,    49.195,     0.001
       72.,        0.0000000002,        0.0000009998,    49.184,     0.001
       73.,        0.0000000002,        0.0000009998,    49.173,     0.001
       74.,        0.0000000002,        0.0000009998,    49.161,     0.001
       75.,        0.0000000002,        0.0000009998,    49.150,     0.001
       76.,        0.0000000002,        0.0000009998,    49.139,     0.001
       77.,        0.0000000002,        0.0000009998,    49.127,     0.001
       78.,        0.0000000002,        0.0000009998,    49.116,     0.001
       79.,        0.0000000002,        0.0000009998,    49.105,     0.001
       80.,        0.0000000002,        0.0000009998,    49.093,     0.001
       81.,        0.0000000002,        0.0000009998,    49.082,     0.001
       82.,        0.0000000002,        0.0000009998,    49.071,     0.001
       83.,        0.0000000002,        0.0000009998,    49.059,     0.001
       84.,        0.0000000002,        0.0000009998,    49.048,     0.001
       85.,        0.0000000002,        0.0000009998,    49.037,     0.001
       86.,        0.0000000002,        0.0000009998,    49.025,     0.001
       87.,        0.0000000003,        0.0000009997,    49.014,     0.001
       88.,        0.0000000003,        0.0000009997,    49.003,     0.001
       89.,        0.0000000003,        0.0000009997,    48.991,     0.001
       90.,        0.0000000003,        0.0000009997,    48.980,     0.001
       91.,        0.0000000003,        0.0000009997,    48.969,     0.001
       92.,        0.0000000003,        0.0000009997,    48.957,     0.001
       93.,        0.0000000003,        0.0000009997,    48.946,     0.001
       94.,        0.0000000003,        0.0000009997,    48.935,     0.001
       95.,        0.0000000003,        0.0000009997,    48.923,     0.001
       96.,        0.0000000003,        0.0000009997,    48.912,     0.001
       97.,        0.0000000003,        0.0000009997,    48.901,     0.001
       98.,        0.0000000003,        0.0000009997,    48.889,     0.001
       99.,        0.0000000003,        0.0000009997,    48.878,     0.001
      100.,        0.0000000003,        0.0000009997,    48.867,     0.001
      101.,        0.0000000003,        0.0000009997,    48.855,     0.001
      102.,        0.0000000003,        0.0000009997,    48.844,     0.001
      103.,        0.0000000003,        0.0000009997,    48.833,     0.001
      104.,        0.0000000003,        0.0000009997,    48.821,     0.001
      105.,        0.0000000003,        0.0000009997,    48.810,     0.001
      106.,        0.0000000003,        0.0000009997,    48.799,     0.001
      107.,        0.0000000004,        0.0000009996,    48.787,     0.001
      108.,        0.0000000004,        0.0000009996,    48.776,     0.001
      109.,        0.0000000004,        0.0000009996,    48.765,     0.001
      110.,        0.0000000004,        0.0000009996,    48.753,     0.001
      111.,        0.0000000004,        0.0000009996,    48.742,     0.001
      112.,        0.0000000004,        0.0000009996,    48.731,     0.001
      113.,        0.0000000004,        0.0000009996,    48.719,     0.001
      114.,        0.0000000004,        0.0000009996,    48.708,     0.001
      115.,        0.0000000004,        0.0000009996,    48.697,     0.001
      116.,        0.0000000004,        0.0000009996,    48.685,     0.001
      117.,        0.0000000004,        0.0000009996,    48.674,     0.002
      118.,        0.0000000004,        0.0000009996,    48.663,     0.002
      119.,        0.0000000004,        0.0000009996,    48.651,     0.002
      120.,        0.0000000004,        0.0000009996,    48.640,     0.002
      121.,        0.0000000004,        0.0000009996,    48.629,     0.002
      122.,        0.0000000004,        0.0000009996,    48.617,     0.002
      123.,        0.0000000004,        0.0000009996,    48.606,     0.002
      124.,        0.0000000004,        0.0000009996,    48.595,     0.002
      125.,        0.0000000005,        0.0000009995,    48.583,     0.002
      126.,        0.0000000005,        0.0000009995,    48.572,     0.002
      127.,        0.0000000005,        0.0000009995,    48.561,     0.002
      128.,        0.0000000005,        0.0000009995,    48.549,     0.002
      129.,        0.0000000005,        0.0000009995,    48.538,     0.002
      130.,        0.0000000005,        0.0000009995,    48.527,     0.002
      131.,        0.0000000005,        0.0000009995,    48.515,     0.002
      132.,        0.0000000005,        0.0000009995,    48.504,     0.002
      133.,        0.0000000005,        0.0000009995,    48.493,     0.002
      134.,        0.0000000005,        0.0000009995,    48.481,     0.002
      135.,        0.0000000005,        0.0000009995,    48.470,     0.002
      136.,        0.0000000005,        0.0000009995,    48.459,     0.002
      137.,        0.0000000005,        0.0000009995,    48.447,     0.002
      138.,        0.0000000005,        0.0000009995,    48.436,     0.002
      139.,        0.0000000005,        0.0000009995,    48.425,     0.002
      140.,        0.0000000005,        0.0000009995,    48.413,     0.002
      141.,        0.0000000006,        0.0000009994,    48.402,     0.002
      142.,        0.0000000006,        0.0000009994,    48.391,     0.002
      143.,        0.0000000006,        0.0000009994,    48.379,     0.002
      144.,        0.0000000006,        0.0000009994,    48.368,     0.002
      145.,        0.0000000006,        0.0000009994,    48.357,     0.002
      146.,        0.0000000006,        0.0000009994,    48.345,     0.002
      147.,        0.0000000006,        0.0000009994,    48.334,     0.002
      148.,        0.0000000006,        0.0000009994,    48.323,     0.002
      149.,        0.0000000006,        0.0000009994,    48.311,     0.002
      150.,        0.0000000006,        0.0000009994,    48.300,     0.002
      151.,        0.0000000006,        0.0000009994,    48.289,     0.002
      152.,        0.0000000006,        0.0000009994,    48.277,     0.002
      153.,        0.0000000006,        0.0000009994,    48.266,     0.002
      154.,        0.0000000007,        0.0000009993,    48.255,     0.002
      155.,        0.0000000007,        0.0000009993,    48.243,     0.002
      156.,        0.0000000007,        0.0000009993,    48.232,     0.002
      157.,        0.0000000007,        0.0000009993,    48.221,     0.002
      158.,        0.0000000007,        0.0000009993,    48.209,     0.002
      159.,        0.0000000007,        0.0000009993,    48.198,     0.003
      160.,        0.0000000007,        0.0000009993,    48.187,     0.003
      161.,        0.0000000007,        0.0000009993,    48.175,     0.003
      162.,        0.0000000007,        0.0000009993,    48.164,     0.003
      163.,        0.0000000007,        0.0000009993,    48.153,     0.003
      164.,        0.0000000007,        0.0000009993,    48.141,     0.003
      165.,        0.0000000007,        0.0000009993,    48.130,     0.003
      166.,        0.0000000007,        0.0000009993,    48.118,     0.003
      167.,        0.0000000008,        0.0000009992,    48.107,     0.003
      168.,        0.0000000008,        0.0000009992,    48.096,     0.003
      169.,        0.0000000008,        0.0000009992,    48.084,     0.003
      170.,        0.0000000008,        0.0000009992,    48.073,     0.003
      171.,        0.0000000008,        0.0000009992,    48.062,     0.003
      172.,        0.0000000008,        0.0000009992,    48.050,     0.003
      173.,        0.0000000008,        0.0000009992,    48.039,     0.003
      174.,        0.0000000008,        0.0000009992,    48.028,     0.003
      175.,        0.0000000008,        0.0000009992,    48.016,     0.003
      176.,        0.0000000008,        0.0000009992,    48.005,     0.003
      177.,        0.0000000008,        0.0000009992,    47.994,     0.003
      178.,        0.0000000009,        0.0000009991,    47.982,     0.003
      179.,        0.0000000009,        0.0000009991,    47.971,     0.003
      180.,        0.0000000009,        0.0000009991,    47.960,     0.003
      181.,        0.0000000009,        0.0000009991,    47.948,     0.003
      182.,        0.0000000009,        0.0000009991,    47.937,     0.003
      183.,        0.0000000009,        0.0000009991,    47.925,     0.003
      184.,        0.0000000009,        0.0000009991,    47.914,     0.003
      185.,        0.0000000009,        0.0000009991,    47.903,     0.003
      186.,        0.0000000009,        0.0000009991,    47.891,     0.003
      187.,        0.0000000009,        0.0000009991,    47.880,     0.003
      188.,        0.0000000009,        0.0000009991,    47.869,     0.003
      189.,        0.0000000010,        0.0000009990,    47.857,     0.003
      190.,        0.0000000010,        0.0000009990,    47.846,     0.003
      191.,        0.0000000010,        0.0000009990,    47.835,     0.004
      192.,        0.0000000010,        0.0000009990,    47.823,     0.004
      193.,        0.0000000010,        0.0000009990,    47.812,     0.004
      194.,        0.0000000010,        0.0000009990,    47.800,     0.004
      195.,        0.0000000010,        0.0000009990,    47.789,     0.004
      196.,        0.0000000010,        0.0000009990,    47.778,     0.004
      197.,        0.0000000010,        0.0000009990,    47.766,     0.004
      198.,        0.0000000011,        0.0000009989,    47.755,     0.004
      199.,        0.0000000011,        0.0000009989,    47.744,     0.004
      200.,        0.0000000011,        0.0000009989,    47.732,     0.004
      201.,        0.0000000011,        0.0000009989,    47.721,     0.004
      202.,        0.0000000011,        0.0000009989,    47.709,     0.004
      203.,        0.0000000011,        0.0000009989,    47.698,     0.004
      204.,        0.0000000011,        0.0000009989,    47.687,     0.004
      205.,        0.0000000011,        0.0000009989,    47.675,     0.004
      206.,        0.0000000011,        0.0000009989,    47.664,     0.004
      207.,        0.0000000012,        0.0000009988,    47.653,     0.004
      208.,        0.0000000012,        0.0000009988,    47.641,     0.004
      209.,        0.0000000012,        0.0000009988,    47.630,     0.004
      210.,        0.0000000012,        0.0000009988,    47.618,     0.004
      211.,        0.0000000012,        0.0000009988,    47.607,     0.004
      212.,        0.0000000012,        0.0000009988,    47.596,     0.004
      213.,        0.0000000012,        0.0000009988,    47.584,     0.004
      214.,        0.0000000012,        0.0000009988,    47.573,     0.004
      215.,        0.0000000013,        0.0000009987,    47.561,     0.004
      216.,        0.0000000013,        0.0000009987,    47.550,     0.004
      217.,        0.0000000013,        0.0000009987,    47.539,     0.004
      218.,        0.0000000013,        0.0000009987,    47.527,     0.005
      219.,        0.0000000013,        0.0000009987,    47.516,     0.005
      220.,        0.0000000013,        0.0000009987,    47.504,     0.005
      221.,        0.0000000013,        0.0000009987,    47.493,     0.005
      222.,        0.0000000013,        0.0000009987,    47.482,     0.005
      223.,        0.0000000014,        0.0000009986,    47.470,     0.005
      224.,        0.0000000014,        0.0000009986,    47.459,     0.005
      225.,        0.0000000014,        0.0000009986,    47.447,     0.005
      226.,        0.0000000014,        0.0000009986,    47.436,     0.005
      227.,        0.0000000014,        0.0000009986,    47.425,     0.005
      228.,        0.0000000014,        0.0000009986,    47.413,     0.005
      229.,        0.0000000014,        0.0000009986,    47.402,     0.005
      230.,        0.0000000015,        0.0000009985,    47.390,     0.005
      231.,        0.0000000015,        0.0000009985,    47.379,     0.005
      232.,        0.0000000015,        0.0000009985,    47.367,     0.005
      233.,        0.0000000015,        0.0000009985,    47.356,     0.005
      234.,        0.0000000015,        0.0000009985,    47.345,     0.005
      235.,        0.0000000015,        0.0000009985,    47.333,     0.005
      236.,        0.0000000015,        0.0000009985,    47.322,     0.005
      237.,        0.0000000016,        0.0000009984,    47.310,     0.005
      238.,        0.0000000016,        0.0000009984,    47.299,     0.005
      239.,        0.0000000016,        0.0000009984,    47.287,     0.005
      240.,        0.0000000016,        0.0000009984,    47.276,     0.005
      241.,        0.0000000016,        0.0000009984,    47.264,     0.006
      242.,        0.0000000016,        0.0000009984,    47.253,     0.006
      243.,        0.0000000017,        0.0000009983,    47.242,     0.006
      244.,        0.0000000017,        0.0000009983,    47.230,     0.006
      245.,        0.0000000017,        0.0000009983,    47.219,     0.006
      246.,        0.0000000017,        0.0000009983,    47.207,     0.006
      247.,        0.0000000017,        0.0000009983,    47.196,     0.006
      248.,        0.0000000017,        0.0000009983,    47.184,     0.006
      249.,        0.0000000018,        0.0000009982,    47.173,     0.006
      250.,        0.0000000018,        0.0000009982,    47.161,     0.006
      251.,        0.0000000018,        0.0000009982,    47.150,     0.006
      252.,        0.0000000018,        0.0000009982,    47.138,     0.006
      253.,        0.0000000018,        0.0000009982,    47.127,     0.006
      254.,        0.0000000018,        0.0000009982,    47.115,     0.006
      255.,        0.0000000019,        0.0000009981,    47.104,     0.006
      256.,        0.0000000019,        0.0000009981,    47.092,     0.006
      257.,        0.0000000019,        0.0000009981,    47.081,     0.006
      258.,        0.0000000019,        0.0000009981,    47.069,     0.006
      259.,        0.0000000019,        0.0000009981,    47.058,     0.006
      260.,        0.0000000019,        0.0000009981,    47.046,     0.006
      261.,        0.0000000020,        0.0000009980,    47.035,     0.007
      262.,        0.0000000020,        0.0000009980,    47.023,     0.007
      263.,        0.0000000020,        0.0000009980,    47.012,     0.007
      264.,        0.0000000020,        0.0000009980,    47.000,     0.007
      265.,        0.0000000020,        0.0000009980,    46.989,     0.007
      266.,        0.0000000021,        0.0000009979,    46.977,     0.007
      267.,        0.0000000021,        0.0000009979,    46.966,     0.007
      268.,        0.0000000021,        0.0000009979,    46.954,     0.007
      269.,        0.0000000021,        0.0000009979,    46.943,     0.007
      270.,        0.0000000021,        0.0000009979,    46.931,     0.007
      271.,        0.0000000022,        0.0000009978,    46.920,     0.007
      272.,        0.0000000022,        0.0000009978,    46.908,     0.007
      273.,        0.0000000022,        0.0000009978,    46.897,     0.007
      274.,        0.0000000022,        0.0000009978,    46.885,     0.007
      275.,        0.0000000022,        0.0000009978,    46.873,     0.007
      276.,        0.0000000023,        0.0000009977,    46.862,     0.007
      277.,        0.0000000023,        0.0000009977,    46.850,     0.007
      278.,        0.0000000023,        0.0000009977,    46.839,     0.007
      279.,        0.0000000023,        0.0000009977,    46.827,     0.008
      280.,        0.0000000024,        0.0000009976,    46.816,     0.008
      281.,        0.0000000024,        0.0000009976,    46.804,     0.008
      282.,        0.0000000024,        0.0000009976,    46.792,     0.008
      283.,        0.0000000024,        0.0000009976,    46.781,     0.008
      284.,        0.0000000024,        0.0000009976,    46.769,     0.008
      285.,        0.0000000025,        0.0000009975,    46.758,     0.008
      286.,        0.0000000025,        0.0000009975,    46.746,     0.008
      287.,        0.0000000025,        0.0000009975,    46.734,     0.008
      288.,        0.0000000025,        0.0000009975,    46.723,     0.008
      289.,        0.0000000026,        0.0000009974,    46.711,     0.008
      290.,        0.0000000026,        0.0000009974,    46.700,     0.008
      291.,        0.0000000026,        0.0000009974,    46.688,     0.008
      292.,        0.0000000026,        0.0000009974,    46.676,     0.008
      293.,        0.0000000027,        0.0000009973,    46.665,     0.008
      294.,        0.0000000027,        0.0000009973,    46.653,     0.008
      295.,        0.0000000027,        0.0000009973,    46.641,     0.009
      296.,        0.0000000027,        0.0000009973,    46.630,     0.009
      297.,        0.0000000028,        0.0000009972,    46.618,     0.009
      298.,        0.0000000028,        0.0000009972,    46.606,     0.009
      299.,        0.0000000028,        0.0000009972,    46.595,     0.009
      300.,        0.0000000028,        0.0000009972,    46.583,     0.009
      301.,        0.0000000029,        0.0000009971,    46.571,     0.009
      302.,        0.0000000029,        0.0000009971,    46.560,     0.009
      303.,        0.0000000029,        0.0000009971,    46.548,     0.009
      304.,        0.0000000029,        0.0000009971,    46.536,     0.009
      305.,        0.0000000030,        0.0000009970,    46.525,     0.009
      306.,        0.0000000030,        0.0000009970,    46.513,     0.009
      307.,        0.0000000030,        0.0000009970,    46.501,     0.009
      308.,        0.0000000031,        0.0000009969,    46.490,     0.009
      309.,        0.0000000031,        0.0000009969,    46.478,     0.009
      310.,        0.0000000031,        0.0000009969,    46.466,     0.010
      311.,        0.0000000031,        0.0000009969,    46.454,     0.010
      312.,        0.0000000032,        0.0000009968,    46.443,     0.010
      313.,        0.0000000032,        0.0000009968,    46.431,     0.010
      314.,        0.0000000032,        0.0000009968,    46.419,     0.010
      315.,        0.0000000033,        0.0000009967,    46.407,     0.010
      316.,        0.0000000033,        0.0000009967,    46.396,     0.010
      317.,        0.0000000033,        0.0000009967,    46.384,     0.010
      318.,        0.0000000034,        0.0000009966,    46.372,     0.010
      319.,        0.0000000034,        0.0000009966,    46.360,     0.010
      320.,        0.0000000034,        0.0000009966,    46.349,     0.010
      321.,        0.0000000034,        0.0000009966,    46.337,     0.010
      322.,        0.0000000035,        0.0000009965,    46.325,     0.010
      323.,        0.0000000035,        0.0000009965,    46.313,     0.010
      324.,        0.0000000035,        0.0000009965,    46.301,     0.011
      325.,        0.0000000036,        0.0000009964,    46.290,     0.011
      326.,        0.0000000036,        0.0000009964,    46.278,     0.011
      327.,        0.0000000036,        0.0000009964,    46.266,     0.011
      328.,        0.0000000037,        0.0000009963,    46.254,     0.011
      329.,        0.0000000037,        0.0000009963,    46.242,     0.011
      330.,        0.0000000037,        0.0000009963,    46.230,     0.011
      331.,        0.0000000038,        0.0000009962,    46.218,     0.011
      332.,        0.0000000038,        0.0000009962,    46.207,     0.011
      333.,        0.0000000039,        0.0000009961,    46.195,     0.011
      334.,        0.0000000039,        0.0000009961,    46.183,     0.011
      335.,        0.0000000039,        0.0000009961,    46.171,     0.011
      336.,        0.0000000040,        0.0000009960,    46.159,     0.012
      337.,        0.0000000040,        0.0000009960,    46.147,     0.012
      338.,        0.0000000040,        0.0000009960,    46.135,     0.012
      339.,        0.0000000041,        0.0000009959,    46.123,     0.012
      340.,        0.0000000041,        0.0000009959,    46.111,     0.012
      341.,        0.0000000041,        0.0000009959,    46.099,     0.012
      342.,        0.0000000042,        0.0000009958,    46.088,     0.012
      343.,        0.0000000042,        0.0000009958,    46.076,     0.012
      344.,        0.0000000043,        0.0000009957,    46.064,     0.012
      345.,        0.0000000043,        0.0000009957,    46.052,     0.012
      346.,        0.0000000043,        0.0000009957,    46.040,     0.012
      347.,        0.0000000044,        0.0000009956,    46.028,     0.012
      348.,        0.0000000044,        0.0000009956,    46.016,     0.013
      349.,        0.0000000045,        0.0000009955,    46.004,     0.013
      350.,        0.0000000045,        0.0000009955,    45.992,     0.013
      351.,        0.0000000045,        0.0000009955,    45.980,     0.013
      352.,        0.0000000046,        0.0000009954,    45.968,     0.013
      353.,        0.0000000046,        0.0000009954,    45.956,     0.013
      354.,        0.0000000047,        0.0000009953,    45.943,     0.013
      355.,        0.0000000047,        0.0000009953,    45.931,     0.013
      356.,        0.0000000047,        0.0000009953,    45.919,     0.013
      357.,        0.0000000048,        0.0000009952,    45.907,     0.013
      358.,        0.0000000048,        0.0000009952,    45.895,     0.013
      359.,        0.0000000049,        0.0000009951,    45.883,     0.014
      360.,        0.0000000049,        0.0000009951,    45.871,     0.014
      361.,        0.0000000050,        0.0000009950,    45.859,     0.014
      362.,        0.0000000050,        0.0000009950,    45.847,     0.014
      363.,        0.0000000051,        0.0000009949,    45.835,     0.014
      364.,        0.0000000051,        0.0000009949,    45.822,     0.014
      365.,        0.0000000052,        0.0000009948,    45.810,     0.014
      366.,        0.0000000052,        0.0000009948,    45.798,     0.014
      367.,        0.0000000052,        0.0000009948,    45.786,     0.014
      368.,        0.0000000053,        0.0000009947,    45.774,     0.014
      369.,        0.0000000053,        0.0000009947,    45.762,     0.015
      370.,        0.0000000054,        0.0000009946,    45.749,     0.015
      371.,        0.0000000054,        0.0000009946,    45.737,     0.015
      372.,        0.0000000055,        0.0000009945,    45.725,     0.015
      373.,        0.0000000055,        0.0000009945,    45.713,     0.015
      374.,        0.0000000056,        0.0000009944,    45.700,     0.015
      375.,        0.0000000056,        0.0000009944,    45.688,     0.015
      376.,        0.0000000057,        0.0000009943,    45.676,     0.015
      377.,        0.0000000057,        0.0000009943,    45.664,     0.015
      378.,        0.0000000058,        0.0000009942,    45.651,     0.015
      379.,        0.0000000058,        0.0000009942,    45.639,     0.016
      380.,        0.0000000059,        0.0000009941,    45.627,     0.016
      381.,        0.0000000059,        0.0000009941,    45.614,     0.016
      382.,        0.0000000060,        0.0000009940,    45.602,     0.016
      383.,        0.0000000061,        0.0000009939,    45.590,     0.016
      384.,        0.0000000061,        0.0000009939,    45.577,     0.016
      385.,        0.0000000062,        0.0000009938,    45.565,     0.016
      386.,        0.0000000062,        0.0000009938,    45.553,     0.016
      387.,        0.0000000063,        0.0000009937,    45.540,     0.016
      388.,        0.0000000063,        0.0000009937,    45.528,     0.016
      389.,        0.0000000064,        0.0000009936,    45.515,     0.017
      390.,        0.0000000064,        0.0000009936,    45.503,     0.017
      391.,        0.0000000065,        0.0000009935,    45.490,     0.017
      392.,        0.0000000066,        0.0000009934,    45.478,     0.017
      393.,        0.0000000066,        0.0000009934,    45.465,     0.017
      394.,        0.0000000067,        0.0000009933,    45.453,     0.017
      395.,        0.0000000067,        0.0000009933,    45.440,     0.017
      396.,        0.0000000068,        0.0000009932,    45.428,     0.017
      397.,        0.0000000069,        0.0000009931,    45.415,     0.018
      398.,        0.0000000069,        0.0000009931,    45.403,     0.018
      399.,        0.0000000070,        0.0000009930,    45.390,     0.018
      400.,        0.0000000070,        0.0000009930,    45.378,     0.018
      401.,        0.0000000071,        0.0000009929,    45.365,     0.018
      402.,        0.0000000072,        0.0000009928,    45.352,     0.018
      403.,        0.0000000072,        0.0000009928,    45.340,     0.018
      404.,        0.0000000073,        0.0000009927,    45.327,     0.018
      405.,        0.0000000074,        0.0000009926,    45.315,     0.018
      406.,        0.0000000074,        0.0000009926,    45.302,     0.019
      407.,        0.0000000075,        0.0000009925,    45.289,     0.019
      408.,        0.0000000076,        0.0000009924,    45.277,     0.019
      409.,        0.0000000076,        0.0000009924,    45.264,     0.019
      410.,        0.0000000077,        0.0000009923,    45.251,     0.019
      411.,        0.0000000078,        0.0000009922,    45.238,     0.019
      412.,        0.0000000078,        0.0000009922,    45.226,     0.019
      413.,        0.0000000079,        0.0000009921,    45.213,     0.019
      414.,        0.0000000080,        0.0000009920,    45.200,     0.020
      415.,        0.0000000080,        0.0000009920,    45.187,     0.020
      416.,        0.0000000081,        0.0000009919,    45.174,     0.020
      417.,        0.0000000082,        0.0000009918,    45.162,     0.020
      418.,        0.0000000083,        0.0000009917,    45.149,     0.020
      419.,        0.0000000083,        0.0000009917,    45.136,     0.020
      420.,        0.0000000084,        0.0000009916,    45.123,     0.020
      421.,        0.0000000085,        0.0000009915,    45.110,     0.020
      422.,        0.0000000086,        0.0000009914,    45.097,     0.021
      423.,        0.0000000086,        0.0000009914,    45.084,     0.021
      424.,        0.0000000087,        0.0000009913,    45.071,     0.021
      425.,        0.0000000088,        0.0000009912,    45.058,     0.021
      426.,        0.0000000089,        0.0000009911,    45.045,     0.021
      427.,        0.0000000089,        0.0000009911,    45.032,     0.021
      428.,        0.0000000090,        0.0000009910,    45.019,     0.021
      429.,        0.0000000091,        0.0000009909,    45.006,     0.022
      430.,        0.0000000092,        0.0000009908,    44.993,     0.022
      431.,        0.0000000093,        0.0000009907,    44.980,     0.022
      432.,        0.0000000093,        0.0000009907,    44.967,     0.022
      433.,        0.0000000094,        0.0000009906,    44.954,     0.022
      434.,        0.0000000095,        0.0000009905,    44.941,     0.022
      435.,        0.0000000096,        0.0000009904,    44.928,     0.022
      436.,        0.0000000097,        0.0000009903,    44.915,     0.023
      437.,        0.0000000097,        0.0000009903,    44.901,     0.023
      438.,        0.0000000098,        0.0000009902,    44.888,     0.023
      439.,        0.0000000099,        0.0000009901,    44.875,     0.023
      440.,        0.0000000100,        0.0000009900,    44.862,     0.023
      441.,        0.0000000101,        0.0000009899,    44.849,     0.023
      442.,        0.0000000102,        0.0000009898,    44.835,     0.023
      443.,        0.0000000103,        0.0000009897,    44.822,     0.024
      444.,        0.0000000104,        0.0000009896,    44.809,     0.024
      445.,        0.0000000104,        0.0000009896,    44.795,     0.024
      446.,        0.0000000105,        0.0000009895,    44.782,     0.024
      447.,        0.0000000106,        0.0000009894,    44.769,     0.024
      448.,        0.0000000107,        0.0000009893,    44.755,     0.024
      449.,        0.0000000108,        0.0000009892,    44.742,     0.024
      450.,        0.0000000109,        0.0000009891,    44.728,     0.025
      451.,        0.0000000110,        0.0000009890,    44.715,     0.025
      452.,        0.0000000111,        0.0000009889,    44.701,     0.025
      453.,        0.0000000112,        0.0000009888,    44.688,     0.025
      454.,        0.0000000113,        0.0000009887,    44.674,     0.025
      455.,        0.0000000114,        0.0000009886,    44.661,     0.025
      456.,        0.0000000115,        0.0000009885,    44.647,     0.026
      457.,        0.0000000116,        0.0000009884,    44.634,     0.026
      458.,        0.0000000117,        0.0000009883,    44.620,     0.026
      459.,        0.0000000118,        0.0000009882,    44.606,     0.026
      460.,        0.0000000119,        0.0000009881,    44.593,     0.026
      461.,        0.0000000120,        0.0000009880,    44.579,     0.026
      462.,        0.0000000121,        0.0000009879,    44.565,     0.027
      463.,        0.0000000122,        0.0000009878,    44.552,     0.027
      464.,        0.0000000123,        0.0000009877,    44.538,     0.027
